            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                1530990420,           2018-07-07 19:07:00,           2018-07-07 13:07:00,      3.420000,      6.319000,          7.268521,                    91.754481,      0.999000
                1530992220,           2018-07-07 19:37:00,           2018-07-07 13:37:00,      3.420000,      6.309000,          7.352516,                    92.791053,      1.000000
                1530994020,           2018-07-07 20:07:00,           2018-07-07 14:07:00,      3.420000,      6.328000,          7.312519,                    92.331127,      1.000000
                1530995820,           2018-07-07 20:37:00,           2018-07-07 14:37:00,      3.420000,      6.357000,          7.340517,                    92.753381,      1.000000
                1530997620,           2018-07-07 21:07:00,           2018-07-07 15:07:00,      3.420000,      6.338000,          7.364515,                    93.011437,      1.000000
                1530999420,           2018-07-07 21:37:00,           2018-07-07 15:37:00,      3.420000,      6.309000,          7.244523,                    91.428149,      1.001000
                1531001220,           2018-07-07 22:07:00,           2018-07-07 16:07:00,      3.420000,      6.377000,          7.372515,                    93.205321,      1.001000
                1531003020,           2018-07-07 22:37:00,           2018-07-07 16:37:00,      3.420000,      6.319000,          7.281521,                    91.918576,      1.000000
                1531004820,           2018-07-07 23:07:00,           2018-07-07 17:07:00,      3.420000,      6.319000,          7.304519,                    92.208898,      1.000000
                1531006620,           2018-07-07 23:37:00,           2018-07-07 17:37:00,      3.420000,      6.289000,          7.208525,                    90.927312,      0.999000
                1531008420,           2018-07-08 00:07:00,           2018-07-07 18:07:00,      3.420000,      6.319000,          7.293520,                    92.070048,      1.000000
                1531010220,           2018-07-08 00:37:00,           2018-07-07 18:37:00,      3.420000,      6.455000,          7.437511,                    94.214449,      1.000000
