sensor,deployment,year,timestamp,depth,temperature,DO,DO_saturation,battery,Q
214424,Summer2018,2018,           2018-07-09 11:37:00,1.5,10.180,7.701,106.956,3.45,1.012
214424,Summer2018,2018,           2018-07-09 12:07:00,1.5,10.326,7.699,107.303,3.45,1.012
214424,Summer2018,2018,           2018-07-09 12:37:00,1.5,10.426,7.713,107.755,3.45,1.012
214424,Summer2018,2018,           2018-07-09 13:07:00,1.5,10.499,7.713,107.942,3.45,1.012
214424,Summer2018,2018,           2018-07-09 13:37:00,1.5,10.580,7.704,108.025,3.45,1.011
214424,Summer2018,2018,           2018-07-09 14:07:00,1.5,10.689,7.715,108.460,3.45,1.011
214424,Summer2018,2018,           2018-07-09 14:37:00,1.5,10.824,7.710,108.737,3.45,1.011
214424,Summer2018,2018,           2018-07-09 15:07:00,1.5,11.013,7.702,109.112,3.45,1.011
214424,Summer2018,2018,           2018-07-09 15:37:00,1.5,11.130,7.716,109.612,3.45,1.011
214424,Summer2018,2018,           2018-07-09 16:07:00,1.5,11.238,7.680,109.379,3.45,1.010
214424,Summer2018,2018,           2018-07-09 16:37:00,1.5,11.229,7.732,110.096,3.45,1.012
