sensor,deployment,year,timestamp,depth,temperature
102495,Summer2018,2018,2018-07-11 11:00:00,0.4,11.785
102495,Summer2018,2018,2018-07-11 11:30:00,0.4,11.97
102495,Summer2018,2018,2018-07-11 12:00:00,0.4,12.03
102495,Summer2018,2018,2018-07-11 12:30:00,0.4,12.146
102495,Summer2018,2018,2018-07-11 13:00:00,0.4,12.333
102495,Summer2018,2018,2018-07-11 13:30:00,0.4,12.238
102495,Summer2018,2018,2018-07-11 14:00:00,0.4,12.396
102495,Summer2018,2018,2018-07-11 14:30:00,0.4,12.448
102495,Summer2018,2018,2018-07-11 15:00:00,0.4,12.52
102495,Summer2018,2018,2018-07-11 15:30:00,0.4,12.541
102495,Summer2018,2018,2018-07-11 16:00:00,0.4,12.677
102495,Summer2018,2018,2018-07-11 16:30:00,0.4,12.783
102495,Summer2018,2018,2018-07-11 17:00:00,0.4,12.843
102495,Summer2018,2018,2018-07-11 17:30:00,0.4,13.116
102495,Summer2018,2018,2018-07-11 18:00:00,0.4,13.083
102495,Summer2018,2018,2018-07-11 18:30:00,0.4,12.974
102495,Summer2018,2018,2018-07-11 19:00:00,0.4,13.176
102495,Summer2018,2018,2018-07-11 19:30:00,0.4,13.143
102495,Summer2018,2018,2018-07-11 20:00:00,0.4,13.07
102495,Summer2018,2018,2018-07-11 20:30:00,0.4,12.845
102495,Summer2018,2018,2018-07-11 21:00:00,0.4,12.913
102495,Summer2018,2018,2018-07-11 21:30:00,0.4,13.02
102495,Summer2018,2018,2018-07-11 22:00:00,0.4,12.985
102495,Summer2018,2018,2018-07-11 22:30:00,0.4,12.878
102495,Summer2018,2018,2018-07-11 23:00:00,0.4,12.737
102495,Summer2018,2018,2018-07-11 23:30:00,0.4,12.715
102495,Summer2018,2018,2018-07-12 00:00:00,0.4,12.58
102495,Summer2018,2018,2018-07-12 00:30:00,0.4,12.585
102495,Summer2018,2018,2018-07-12 01:00:00,0.4,12.489
102495,Summer2018,2018,2018-07-12 01:30:00,0.4,12.504
102495,Summer2018,2018,2018-07-12 02:00:00,0.4,12.522
102495,Summer2018,2018,2018-07-12 02:30:00,0.4,12.492
102495,Summer2018,2018,2018-07-12 03:00:00,0.4,12.476
102495,Summer2018,2018,2018-07-12 03:30:00,0.4,12.412
102495,Summer2018,2018,2018-07-12 04:00:00,0.4,12.298
102495,Summer2018,2018,2018-07-12 04:30:00,0.4,12.204
102495,Summer2018,2018,2018-07-12 05:00:00,0.4,12.248
102495,Summer2018,2018,2018-07-12 05:30:00,0.4,12.202
102495,Summer2018,2018,2018-07-12 06:00:00,0.4,12.175
102495,Summer2018,2018,2018-07-12 06:30:00,0.4,12.062
102495,Summer2018,2018,2018-07-12 07:00:00,0.4,11.99
102495,Summer2018,2018,2018-07-12 07:30:00,0.4,11.949
102495,Summer2018,2018,2018-07-12 08:00:00,0.4,11.812
102495,Summer2018,2018,2018-07-12 08:30:00,0.4,11.766
102495,Summer2018,2018,2018-07-12 09:00:00,0.4,11.809
102495,Summer2018,2018,2018-07-12 09:30:00,0.4,11.814
102495,Summer2018,2018,2018-07-12 10:00:00,0.4,11.856
102495,Summer2018,2018,2018-07-12 10:30:00,0.4,11.873
102495,Summer2018,2018,2018-07-12 11:00:00,0.4,11.899
102495,Summer2018,2018,2018-07-12 11:30:00,0.4,11.938
102495,Summer2018,2018,2018-07-12 12:00:00,0.4,12.022
102495,Summer2018,2018,2018-07-12 12:30:00,0.4,12.056
102495,Summer2018,2018,2018-07-12 13:00:00,0.4,12.007
102495,Summer2018,2018,2018-07-12 13:30:00,0.4,11.951
102495,Summer2018,2018,2018-07-12 14:00:00,0.4,12.005
102495,Summer2018,2018,2018-07-12 14:30:00,0.4,11.895
102495,Summer2018,2018,2018-07-12 15:00:00,0.4,11.869
102495,Summer2018,2018,2018-07-12 15:30:00,0.4,11.898
102495,Summer2018,2018,2018-07-12 16:00:00,0.4,11.955
