"","Sensor","deployment","year","timestamp","depth","Temperature","PAR","Acceleration.X","Acceleration.Y","Acceleration.Z","tilt","Battery","flag_Y","flag_Z","flag_X","flag_T"
"1845",695220,"Summer2018",2018,2018-08-10 23:37:00,9,9.738,0.5592,1.137,-0.077,0.195,-1.50317749798425,3.47,"n","n","n","n"
"1846",695220,"Summer2018",2018,2018-08-11 00:07:00,9,9.765,0.38992,1.136,-0.08,0.192,-1.50048986267627,3.47,"n","n","n","n"
"1851",695220,"Summer2018",2018,2018-08-11 02:37:00,9,9.738,0.22356,1.139,-0.093,0.232,-1.48932648351069,3.47,"n","n","n","n"
"1855",695220,"Summer2018",2018,2018-08-11 04:37:00,9,9.774,0.62632,1.139,-0.074,0.192,-1.50591823658913,3.47,"n","n","n","n"
"1856",695220,"Summer2018",2018,2018-08-11 05:07:00,9,9.784,0.00175,1.139,-0.081,0.184,-1.49980083554413,3.47,"n","n","n","n"
"1858",695220,"Summer2018",2018,2018-08-11 06:07:00,9,9.756,0.01634,1.132,-0.077,0.19,-1.5028797438328,3.47,"n","n","n","n"
"1859",695220,"Summer2018",2018,2018-08-11 06:37:00,9,9.747,0.40159,1.127,-0.072,0.195,-1.50699660738063,3.47,"n","n","n","n"
"1860",695220,"Summer2018",2018,2018-08-11 07:07:00,9,9.738,6.45761,1.123,-0.08,0.204,-1.49967871139348,3.47,"n","n","n","n"
"1861",695220,"Summer2018",2018,2018-08-11 07:37:00,9,9.747,13.07108,1.136,-0.077,0.179,-1.50311815588017,3.47,"n","n","n","n"
"1862",695220,"Summer2018",2018,2018-08-11 08:07:00,9,9.747,22.41924,1.135,-0.082,0.198,-1.4986749378217,3.47,"n","n","n","n"
"1863",695220,"Summer2018",2018,2018-08-11 08:37:00,9,9.747,32.64881,1.136,-0.08,0.199,-1.50048986267627,3.47,"n","n","n","n"
"1864",695220,"Summer2018",2018,2018-08-11 09:07:00,9,9.756,41.56502,1.137,-0.08,0.192,-1.50055149443874,3.47,"n","n","n","n"
"1865",695220,"Summer2018",2018,2018-08-11 09:37:00,9,9.82,56.32712,1.139,-0.08,0.206,-1.50067443489729,3.47,"n","n","n","n"
"1866",695220,"Summer2018",2018,2018-08-11 10:07:00,9,9.802,68.28156,1.134,-0.08,0.185,-1.50036627466988,3.47,"n","n","n","n"
"1867",695220,"Summer2018",2018,2018-08-11 10:37:00,9,9.793,81.03568,1.132,-0.072,0.192,-1.50727764922661,3.47,"n","n","n","n"
"1868",695220,"Summer2018",2018,2018-08-11 11:07:00,9,9.756,94.88719,1.136,-0.072,0.19,-1.50750070860627,3.47,"n","n","n","n"
"1869",695220,"Summer2018",2018,2018-08-11 11:37:00,9,9.793,103.82091,1.128,-0.08,0.188,-1.49999289422499,3.47,"n","n","n","n"
"1870",695220,"Summer2018",2018,2018-08-11 12:07:00,9,9.756,111.13775,1.139,-0.082,0.204,-1.49892734472398,3.47,"n","n","n","n"
"1871",695220,"Summer2018",2018,2018-08-11 12:37:00,9,9.765,127.90198,1.132,-0.08,0.191,-1.50024225212322,3.47,"n","n","n","n"
"1872",695220,"Summer2018",2018,2018-08-11 13:07:00,9,9.793,117.90882,1.136,-0.074,0.184,-1.50574738587738,3.47,"n","n","n","n"
"1873",695220,"Summer2018",2018,2018-08-11 13:37:00,9,9.784,108.81749,1.129,-0.079,0.184,-1.50093676782814,3.47,"n","n","n","n"
"1874",695220,"Summer2018",2018,2018-08-11 14:07:00,9,9.811,98.95858,1.143,-0.089,0.231,-1.49308785565447,3.47,"n","n","n","n"
"1875",695220,"Summer2018",2018,2018-08-11 14:37:00,9,9.848,90.73699,1.134,-0.074,0.185,-1.50563298532133,3.47,"n","n","n","n"
"1876",695220,"Summer2018",2018,2018-08-11 15:07:00,9,9.857,82.7518,1.134,-0.077,0.188,-1.50299915913151,3.47,"n","n","n","n"
"1877",695220,"Summer2018",2018,2018-08-11 15:37:00,9,9.857,67.53732,1.136,-0.084,0.193,-1.49698699082235,3.47,"n","n","n","n"
"1878",695220,"Summer2018",2018,2018-08-11 16:07:00,9,9.793,59.20774,1.136,-0.084,0.192,-1.49698699082235,3.47,"n","n","n","n"
"1879",695220,"Summer2018",2018,2018-08-11 16:37:00,9,9.738,45.2249,1.132,-0.08,0.193,-1.50024225212322,3.47,"n","n","n","n"
"1880",695220,"Summer2018",2018,2018-08-11 17:07:00,9,9.756,35.1792,1.129,-0.072,0.192,-1.50710932162528,3.47,"n","n","n","n"
"1881",695220,"Summer2018",2018,2018-08-11 17:37:00,9,9.765,25.77851,1.136,-0.084,0.192,-1.49698699082235,3.47,"n","n","n","n"
"1882",695220,"Summer2018",2018,2018-08-11 18:07:00,9,9.793,18.18149,1.132,-0.077,0.175,-1.5028797438328,3.47,"n","n","n","n"
"1883",695220,"Summer2018",2018,2018-08-11 18:37:00,9,9.765,3.86301,1.134,-0.079,0.192,-1.50124379596481,3.47,"n","n","n","n"
"1884",695220,"Summer2018",2018,2018-08-11 19:07:00,9,9.838,3.38729,1.132,-0.076,0.184,-1.5037591199015,3.47,"n","n","n","n"
"1885",695220,"Summer2018",2018,2018-08-11 19:37:00,9,9.838,2.9962,1.135,-0.08,0.184,-1.50042812284799,3.47,"n","n","n","n"
"1886",695220,"Summer2018",2018,2018-08-11 20:07:00,9,9.774,2.02723,1.135,-0.077,0.185,-1.50305870968715,3.47,"n","n","n","n"
"1887",695220,"Summer2018",2018,2018-08-11 20:37:00,9,9.811,0.16811,1.136,-0.084,0.199,-1.49698699082235,3.47,"n","n","n","n"
"1888",695220,"Summer2018",2018,2018-08-11 21:07:00,9,9.838,0.21481,1.136,-0.079,0.193,-1.50136585411178,3.47,"n","n","n","n"
"1889",695220,"Summer2018",2018,2018-08-11 21:37:00,9,9.82,0.1827,1.139,-0.079,0.188,-1.50154814147001,3.47,"n","n","n","n"
"1890",695220,"Summer2018",2018,2018-08-11 22:07:00,9,9.82,0.18854,1.139,-0.08,0.191,-1.50067443489729,3.47,"n","n","n","n"
"1894",695220,"Summer2018",2018,2018-08-12 00:07:00,9,9.747,0.51542,1.132,-0.073,0.191,-1.50639786582441,3.47,"n","n","n","n"
"1895",695220,"Summer2018",2018,2018-08-12 00:37:00,9,9.774,2.49129,1.132,-0.081,0.195,-1.49936330485037,3.47,"n","n","n","n"
"1898",695220,"Summer2018",2018,2018-08-12 02:07:00,9,9.811,1.07578,1.139,-0.08,0.191,-1.50067443489729,3.47,"n","n","n","n"
"1899",695220,"Summer2018",2018,2018-08-12 02:37:00,9,9.784,0.23815,1.132,-0.089,0.252,-1.49233581842021,3.47,"n","n","n","n"
"1902",695220,"Summer2018",2018,2018-08-12 04:07:00,9,9.857,0.47456,1.142,-0.077,0.195,-1.5034726566829,3.47,"n","n","n","n"
"1903",695220,"Summer2018",2018,2018-08-12 04:37:00,9,9.784,0.47164,1.129,-0.077,0.192,-1.50269983126758,3.47,"n","n","n","n"
"1907",695220,"Summer2018",2018,2018-08-12 06:37:00,9,9.793,2.55549,1.136,-0.079,0.184,-1.50136585411178,3.47,"n","n","n","n"
"1908",695220,"Summer2018",2018,2018-08-12 07:07:00,9,9.784,6.19203,1.136,-0.073,0.192,-1.50662399785534,3.47,"n","n","n","n"
"1909",695220,"Summer2018",2018,2018-08-12 07:37:00,9,9.738,11.93868,1.136,-0.074,0.184,-1.50574738587738,3.47,"n","n","n","n"
"1910",695220,"Summer2018",2018,2018-08-12 08:07:00,9,9.774,21.82094,1.12,-0.073,0.198,-1.50570981902013,3.47,"n","n","n","n"
"1911",695220,"Summer2018",2018,2018-08-12 08:37:00,9,9.866,30.60873,1.151,-0.074,0.198,-1.50659277018123,3.47,"n","n","n","n"
"1912",695220,"Summer2018",2018,2018-08-12 09:07:00,9,9.756,43.75978,1.137,-0.08,0.241,-1.50055149443874,3.47,"n","n","n","n"
"1913",695220,"Summer2018",2018,2018-08-12 09:37:00,9,9.637,56.33004,1.15,-0.08,0.19,-1.50134300079957,3.47,"n","n","n","n"
"1914",695220,"Summer2018",2018,2018-08-12 10:07:00,9,9.793,71.51241,1.134,-0.064,0.211,-1.51441874383071,3.47,"n","n","n","n"
"1915",695220,"Summer2018",2018,2018-08-12 10:37:00,9,9.848,88.20951,1.127,-0.066,0.204,-1.51230058209672,3.47,"n","n","n","n"
"1916",695220,"Summer2018",2018,2018-08-12 11:07:00,9,9.838,97.46136,1.136,-0.072,0.206,-1.50750070860627,3.47,"n","n","n","n"
"1917",695220,"Summer2018",2018,2018-08-12 11:37:00,9,9.793,108.80874,1.144,-0.08,0.184,-1.50097991458255,3.47,"n","n","n","n"
"1918",695220,"Summer2018",2018,2018-08-12 12:07:00,9,9.793,111.8207,1.136,-0.08,0.193,-1.50048986267627,3.47,"n","n","n","n"
"1919",695220,"Summer2018",2018,2018-08-12 12:37:00,9,9.857,111.00934,1.132,-0.084,0.192,-1.49672713164713,3.47,"n","n","n","n"
"1920",695220,"Summer2018",2018,2018-08-12 13:07:00,9,9.793,107.54208,1.127,-0.081,0.199,-1.49904747229112,3.47,"n","n","n","n"
"1921",695220,"Summer2018",2018,2018-08-12 13:37:00,9,9.875,110.37017,1.137,-0.081,0.195,-1.49967637372689,3.47,"n","n","n","n"
"1922",695220,"Summer2018",2018,2018-08-12 14:07:00,9,9.884,106.2871,1.136,-0.08,0.199,-1.50048986267627,3.47,"n","n","n","n"
"1923",695220,"Summer2018",2018,2018-08-12 14:37:00,9,9.884,97.53141,1.142,-0.077,0.179,-1.5034726566829,3.47,"n","n","n","n"
"1924",695220,"Summer2018",2018,2018-08-12 15:07:00,9,9.838,85.6441,1.136,-0.084,0.188,-1.49698699082235,3.47,"n","n","n","n"
"1925",695220,"Summer2018",2018,2018-08-12 15:37:00,9,9.857,70.68354,1.135,-0.073,0.184,-1.50656761365811,3.47,"n","n","n","n"
"1926",695220,"Summer2018",2018,2018-08-12 16:07:00,9,9.893,59.80313,1.119,-0.08,0.207,-1.49942535381713,3.47,"n","n","n","n"
"1927",695220,"Summer2018",2018,2018-08-12 16:37:00,9,9.784,46.22597,1.14,-0.077,0.167,-1.50335490248539,3.47,"n","n","n","n"
"1928",695220,"Summer2018",2018,2018-08-12 17:07:00,9,9.82,33.20917,1.142,-0.079,0.2,-1.50172947567462,3.47,"n","n","n","n"
"1929",695220,"Summer2018",2018,2018-08-12 17:37:00,9,9.884,25.17145,1.134,-0.074,0.185,-1.50563298532133,3.47,"n","n","n","n"
"1930",695220,"Summer2018",2018,2018-08-12 18:07:00,9,9.93,16.58211,1.142,-0.087,0.184,-1.49476105897723,3.47,"n","n","n","n"
"1931",695220,"Summer2018",2018,2018-08-12 18:37:00,9,10.003,4.87575,1.129,-0.079,0.168,-1.50093676782814,3.47,"n","n","n","n"
"1932",695220,"Summer2018",2018,2018-08-12 19:07:00,9,9.729,2.58468,1.136,-0.077,0.179,-1.50311815588017,3.47,"n","n","n","n"
"1933",695220,"Summer2018",2018,2018-08-12 19:37:00,9,9.829,0.45413,1.136,-0.08,0.179,-1.50048986267627,3.47,"n","n","n","n"
"1935",695220,"Summer2018",2018,2018-08-12 20:37:00,9,9.838,2.27531,1.132,-0.082,0.231,-1.49848446812262,3.47,"n","n","n","n"
"1937",695220,"Summer2018",2018,2018-08-12 21:37:00,9,9.884,1.91049,1.135,-0.08,0.184,-1.50042812284799,3.47,"n","n","n","n"
"1940",695220,"Summer2018",2018,2018-08-12 23:07:00,9,9.884,1.69744,1.123,-0.084,0.209,-1.4961357175478,3.47,"n","n","n","n"
"1941",695220,"Summer2018",2018,2018-08-12 23:37:00,9,9.838,1.1575,1.137,-0.089,0.24,-1.49267944642357,3.47,"n","n","n","n"
"1943",695220,"Summer2018",2018,2018-08-13 00:37:00,9,9.829,1.05535,1.135,-0.089,0.23,-1.49254235630847,3.47,"n","n","n","n"
"1947",695220,"Summer2018",2018,2018-08-13 02:37:00,9,9.802,0.10098,1.136,-0.077,0.222,-1.50311815588017,3.47,"n","n","n","n"
"1949",695220,"Summer2018",2018,2018-08-13 03:37:00,9,9.884,0.15644,1.145,-0.077,0.188,-1.50364852014404,3.47,"n","n","n","n"
"1950",695220,"Summer2018",2018,2018-08-13 04:07:00,9,9.893,1.40558,1.136,-0.081,0.227,-1.49961397930642,3.47,"n","n","n","n"
"1951",695220,"Summer2018",2018,2018-08-13 04:37:00,9,9.747,0.3082,1.136,-0.069,0.207,-1.51013142018,3.47,"n","n","n","n"
"1952",695220,"Summer2018",2018,2018-08-13 05:07:00,9,9.811,0.32863,1.123,-0.068,0.204,-1.51031807768084,3.47,"n","n","n","n"
"1955",695220,"Summer2018",2018,2018-08-13 06:37:00,9,9.811,1.80542,1.116,-0.066,0.191,-1.51172534493423,3.47,"n","n","n","n"
"1956",695220,"Summer2018",2018,2018-08-13 07:07:00,9,9.903,5.52367,1.135,-0.064,0.199,-1.51446831066303,3.47,"n","n","n","n"
"1957",695220,"Summer2018",2018,2018-08-13 07:37:00,9,10.067,11.98538,1.136,-0.065,0.193,-1.51364033757002,3.47,"n","n","n","n"
"1958",695220,"Summer2018",2018,2018-08-13 08:07:00,9,9.802,20.95412,1.12,-0.081,0.24,-1.49860059373235,3.47,"n","n","n","n"
"1959",695220,"Summer2018",2018,2018-08-13 08:37:00,9,9.921,31.6886,1.136,-0.08,0.19,-1.50048986267627,3.47,"n","n","n","n"
"1960",695220,"Summer2018",2018,2018-08-13 09:07:00,9,9.875,35.80086,1.126,-0.08,0.184,-1.49986755424094,3.47,"n","n","n","n"
"1961",695220,"Summer2018",2018,2018-08-13 09:37:00,9,9.875,48.9665,1.136,-0.097,0.241,-1.48561561925795,3.47,"n","n","n","n"
"1962",695220,"Summer2018",2018,2018-08-13 10:07:00,9,9.857,65.79786,1.135,-0.074,0.182,-1.50569023578275,3.47,"n","n","n","n"
"1963",695220,"Summer2018",2018,2018-08-13 10:37:00,9,9.985,78.1609,1.132,-0.079,0.188,-1.50112130860371,3.47,"n","n","n","n"
"1964",695220,"Summer2018",2018,2018-08-13 11:07:00,9,10.058,93.24112,1.127,-0.081,0.191,-1.49904747229112,3.47,"n","n","n","n"
"1965",695220,"Summer2018",2018,2018-08-13 11:37:00,9,9.802,102.53674,1.126,-0.081,0.184,-1.49898397091966,3.47,"n","n","n","n"
"1966",695220,"Summer2018",2018,2018-08-13 12:07:00,9,9.784,116.78809,1.136,-0.089,0.246,-1.49261096133688,3.47,"n","n","n","n"
"1967",695220,"Summer2018",2018,2018-08-13 12:37:00,9,9.857,124.56607,1.136,-0.082,0.211,-1.49873820532588,3.47,"n","n","n","n"
"1968",695220,"Summer2018",2018,2018-08-13 13:07:00,9,9.948,125.6255,1.136,-0.088,0.239,-1.4934859326154,3.47,"n","n","n","n"
"1969",695220,"Summer2018",2018,2018-08-13 13:37:00,9,9.976,121.87807,1.137,-0.089,0.227,-1.49267944642357,3.47,"n","n","n","n"
"1970",695220,"Summer2018",2018,2018-08-13 14:07:00,9,9.921,114.25186,1.142,-0.08,0.188,-1.50085804213486,3.47,"n","n","n","n"
"1971",695220,"Summer2018",2018,2018-08-13 14:37:00,9,9.93,105.73841,1.135,-0.082,0.176,-1.4986749378217,3.47,"n","n","n","n"
"1972",695220,"Summer2018",2018,2018-08-13 15:07:00,9,9.948,96.3348,1.131,-0.08,0.179,-1.50018007718167,3.47,"n","n","n","n"
"1973",695220,"Summer2018",2018,2018-08-13 15:37:00,9,10.076,11.80151,1.144,-0.08,0.184,-1.50097991458255,3.47,"n","n","n","n"
"1974",695220,"Summer2018",2018,2018-08-13 16:07:00,9,9.811,57.88563,1.136,-0.074,0.198,-1.50574738587738,3.47,"n","n","n","n"
"1975",695220,"Summer2018",2018,2018-08-13 16:37:00,9,9.866,53.30349,1.123,-0.081,0.188,-1.49879279175564,3.47,"n","n","n","n"
"1976",695220,"Summer2018",2018,2018-08-13 17:07:00,9,9.82,10.07955,1.136,-0.08,0.179,-1.50048986267627,3.47,"n","n","n","n"
"1977",695220,"Summer2018",2018,2018-08-13 17:37:00,9,9.866,5.80094,1.132,-0.073,0.207,-1.50639786582441,3.47,"n","n","n","n"
"1978",695220,"Summer2018",2018,2018-08-13 18:07:00,9,9.948,5.38066,1.135,-0.081,0.188,-1.49955147549647,3.47,"n","n","n","n"
"1979",695220,"Summer2018",2018,2018-08-13 18:37:00,9,9.93,6.05193,1.134,-0.074,0.191,-1.50563298532133,3.47,"n","n","n","n"
"1980",695220,"Summer2018",2018,2018-08-13 19:07:00,9,9.976,3.57116,1.132,-0.074,0.179,-1.50551818224015,3.47,"n","n","n","n"
"1981",695220,"Summer2018",2018,2018-08-13 19:37:00,9,9.939,2.07393,1.132,-0.081,0.192,-1.49936330485037,3.47,"n","n","n","n"
"1984",695220,"Summer2018",2018,2018-08-13 21:07:00,9,9.866,0.02218,1.136,-0.097,0.169,-1.48561561925795,3.47,"n","n","n","n"
"1986",695220,"Summer2018",2018,2018-08-13 22:07:00,9,9.957,0.85105,1.136,-0.072,0.19,-1.50750070860627,3.47,"n","n","n","n"
"1987",695220,"Summer2018",2018,2018-08-13 22:37:00,9,9.875,0.34614,1.134,-0.068,0.199,-1.51090331858778,3.47,"n","n","n","n"
"1988",695220,"Summer2018",2018,2018-08-13 23:07:00,9,9.912,1.45228,1.134,-0.073,0.195,-1.50651113042789,3.47,"n","n","n","n"
"1991",695220,"Summer2018",2018,2018-08-14 00:37:00,9,9.912,0.74598,1.132,-0.08,0.192,-1.50024225212322,3.47,"n","n","n","n"
"1994",695220,"Summer2018",2018,2018-08-14 02:07:00,9,9.857,0.78684,1.134,-0.072,0.184,-1.50738937482806,3.47,"n","n","n","n"
"1995",695220,"Summer2018",2018,2018-08-14 02:37:00,9,9.912,0.16227,1.139,-0.088,0.248,-1.49368875242259,3.47,"n","n","n","n"
"1996",695220,"Summer2018",2018,2018-08-14 03:07:00,9,9.948,0.33447,1.134,-0.089,0.243,-1.49247363102362,3.47,"n","n","n","n"
"1997",695220,"Summer2018",2018,2018-08-14 03:37:00,9,9.976,0.69637,1.136,-0.081,0.184,-1.49961397930642,3.47,"n","n","n","n"
"1998",695220,"Summer2018",2018,2018-08-14 04:07:00,9,9.966,1.44352,1.137,-0.08,0.184,-1.50055149443874,3.47,"n","n","n","n"
"1999",695220,"Summer2018",2018,2018-08-14 04:37:00,9,9.903,1.46103,1.127,-0.084,0.199,-1.49639972797008,3.47,"n","n","n","n"
"2001",695220,"Summer2018",2018,2018-08-14 05:37:00,9,9.838,0.42494,1.132,-0.077,0.167,-1.5028797438328,3.47,"n","n","n","n"
"2002",695220,"Summer2018",2018,2018-08-14 06:07:00,9,9.82,0.01634,1.129,-0.08,0.192,-1.50005539852208,3.47,"n","n","n","n"
"2003",695220,"Summer2018",2018,2018-08-14 06:37:00,9,9.884,1.78791,1.136,-0.074,0.184,-1.50574738587738,3.47,"n","n","n","n"
"2004",695220,"Summer2018",2018,2018-08-14 07:07:00,9,9.893,3.98267,1.134,-0.084,0.24,-1.49685728913696,3.47,"n","n","n","n"
"2005",695220,"Summer2018",2018,2018-08-14 07:37:00,9,9.93,11.13899,1.136,-0.08,0.185,-1.50048986267627,3.47,"n","n","n","n"
"2006",695220,"Summer2018",2018,2018-08-14 08:07:00,9,9.93,19.61158,1.136,-0.077,0.185,-1.50311815588017,3.47,"n","n","n","n"
"2007",695220,"Summer2018",2018,2018-08-14 08:37:00,9,9.893,30.04253,1.129,-0.077,0.184,-1.50269983126758,3.47,"n","n","n","n"
"2008",695220,"Summer2018",2018,2018-08-14 09:07:00,9,9.93,39.61542,1.132,-0.074,0.195,-1.50551818224015,3.47,"n","n","n","n"
"2009",695220,"Summer2018",2018,2018-08-14 09:37:00,9,9.903,50.73807,1.136,-0.076,0.19,-1.50399446356084,3.47,"n","n","n","n"
"2010",695220,"Summer2018",2018,2018-08-14 10:07:00,9,9.93,65.63442,1.134,-0.077,0.168,-1.50299915913151,3.47,"n","n","n","n"
"2011",695220,"Summer2018",2018,2018-08-14 10:37:00,9,9.948,90.50642,1.132,-0.073,0.182,-1.50639786582441,3.47,"n","n","n","n"
"2012",695220,"Summer2018",2018,2018-08-14 11:07:00,9,9.912,27.17942,1.137,-0.084,0.182,-1.49705167148459,3.47,"n","n","n","n"
"2013",695220,"Summer2018",2018,2018-08-14 11:37:00,9,9.912,18.79439,1.132,-0.082,0.195,-1.49848446812262,3.47,"n","n","n","n"
"2014",695220,"Summer2018",2018,2018-08-14 12:07:00,9,9.857,29.87034,1.142,-0.081,0.184,-1.49998671497737,3.47,"n","n","n","n"
"2015",695220,"Summer2018",2018,2018-08-14 12:37:00,9,9.838,13.70149,1.139,-0.074,0.182,-1.50591823658913,3.47,"n","n","n","n"
"2016",695220,"Summer2018",2018,2018-08-14 13:07:00,9,9.893,60.9151,1.137,-0.073,0.199,-1.50668028327943,3.47,"n","n","n","n"
"2017",695220,"Summer2018",2018,2018-08-14 13:37:00,9,9.903,20.68853,1.136,-0.08,0.185,-1.50048986267627,3.47,"n","n","n","n"
"2018",695220,"Summer2018",2018,2018-08-14 14:07:00,9,9.985,16.87105,1.142,-0.073,0.19,-1.50696023783511,3.47,"n","n","n","n"
"2019",695220,"Summer2018",2018,2018-08-14 14:37:00,9,9.921,18.74477,1.127,-0.069,0.179,-1.5096481641456,3.47,"n","n","n","n"
"2020",695220,"Summer2018",2018,2018-08-14 15:07:00,9,9.884,12.18676,1.129,-0.077,0.176,-1.50269983126758,3.47,"n","n","n","n"
"2021",695220,"Summer2018",2018,2018-08-14 15:37:00,9,9.93,20.9979,1.136,-0.077,0.177,-1.50311815588017,3.47,"n","n","n","n"
"2022",695220,"Summer2018",2018,2018-08-14 16:07:00,9,9.994,26.75915,1.126,-0.069,0.184,-1.50959399394287,3.47,"n","n","n","n"
"2023",695220,"Summer2018",2018,2018-08-14 16:37:00,9,9.912,10.59906,1.136,-0.077,0.195,-1.50311815588017,3.47,"n","n","n","n"
"2024",695220,"Summer2018",2018,2018-08-14 17:07:00,9,9.893,7.81475,1.136,-0.08,0.184,-1.50048986267627,3.47,"n","n","n","n"
"2025",695220,"Summer2018",2018,2018-08-14 17:37:00,9,9.903,8.39846,1.129,-0.077,0.188,-1.50269983126758,3.47,"n","n","n","n"
"2026",695220,"Summer2018",2018,2018-08-14 18:07:00,9,9.857,1.29759,1.128,-0.082,0.247,-1.49822894079143,3.47,"n","n","n","n"
"2027",695220,"Summer2018",2018,2018-08-14 18:37:00,9,9.857,0.5446,1.132,-0.089,0.233,-1.49233581842021,3.47,"n","n","n","n"
"2028",695220,"Summer2018",2018,2018-08-14 19:07:00,9,9.893,0.5592,1.136,-0.072,0.191,-1.50750070860627,3.47,"n","n","n","n"
"2029",695220,"Summer2018",2018,2018-08-14 19:37:00,9,9.948,0.40743,1.132,-0.077,0.191,-1.5028797438328,3.47,"n","n","n","n"
"2030",695220,"Summer2018",2018,2018-08-14 20:07:00,9,9.957,0.37241,1.128,-0.077,0.183,-1.50263964873481,3.47,"n","n","n","n"
"2032",695220,"Summer2018",2018,2018-08-14 21:07:00,9,9.939,2.65473,1.139,-0.073,0.192,-1.50679255884318,3.47,"n","n","n","n"
"2033",695220,"Summer2018",2018,2018-08-14 21:37:00,9,9.893,0.02218,1.136,-0.089,0.241,-1.49261096133688,3.47,"n","n","n","n"
"2034",695220,"Summer2018",2018,2018-08-14 22:07:00,9,9.921,0.80144,1.136,-0.082,0.22,-1.49873820532588,3.47,"n","n","n","n"
"2035",695220,"Summer2018",2018,2018-08-14 22:37:00,9,9.784,0.72847,1.136,-0.077,0.19,-1.50311815588017,3.47,"n","n","n","n"
"2038",695220,"Summer2018",2018,2018-08-15 00:07:00,9,10.003,0.15935,1.139,-0.077,0.188,-1.50329587101555,3.47,"n","n","n","n"
"2040",695220,"Summer2018",2018,2018-08-15 01:07:00,9,9.829,0.09223,1.134,-0.073,0.185,-1.50651113042789,3.47,"n","n","n","n"
"2041",695220,"Summer2018",2018,2018-08-15 01:37:00,9,9.903,0.94153,1.136,-0.073,0.188,-1.50662399785534,3.47,"n","n","n","n"
"2042",695220,"Summer2018",2018,2018-08-15 02:07:00,9,9.903,1.15458,1.132,-0.097,0.243,-1.48531608886573,3.47,"n","n","n","n"
"2043",695220,"Summer2018",2018,2018-08-15 02:37:00,9,9.784,0.57087,1.134,-0.084,0.184,-1.49685728913696,3.47,"n","n","n","n"
"2045",695220,"Summer2018",2018,2018-08-15 03:37:00,9,9.912,0.77225,1.135,-0.089,0.216,-1.49254235630847,3.47,"n","n","n","n"
"2047",695220,"Summer2018",2018,2018-08-15 04:37:00,9,10.003,0.41619,1.139,-0.089,0.159,-1.49281605802519,3.47,"n","n","n","n"
"2050",695220,"Summer2018",2018,2018-08-15 06:07:00,9,9.82,2.79774,1.148,-0.098,0.176,-1.48563693417519,3.47,"n","n","n","n"
"2051",695220,"Summer2018",2018,2018-08-15 06:37:00,9,9.875,1.21879,1.111,-0.082,0.179,-1.49712253232559,3.47,"n","n","o","n"
"2052",695220,"Summer2018",2018,2018-08-15 07:07:00,9,9.939,2.03015,1.132,-0.08,0.167,-1.50024225212322,3.47,"n","n","n","n"
"2053",695220,"Summer2018",2018,2018-08-15 07:37:00,9,9.875,6.04026,1.139,-0.088,0.179,-1.49368875242259,3.47,"n","n","n","n"
"2054",695220,"Summer2018",2018,2018-08-15 08:07:00,9,9.893,9.90444,1.135,-0.084,0.182,-1.49692219680571,3.47,"n","n","n","n"
"2055",695220,"Summer2018",2018,2018-08-15 08:37:00,9,9.93,24.73074,1.123,-0.089,0.207,-1.49170962484483,3.47,"n","n","n","n"
"2056",695220,"Summer2018",2018,2018-08-15 09:07:00,9,9.994,36.67059,1.144,-0.084,0.172,-1.49750128698713,3.47,"n","n","n","n"
"2057",695220,"Summer2018",2018,2018-08-15 09:37:00,9,9.976,46.53826,1.128,-0.104,0.196,-1.47885766791268,3.47,"n","n","n","n"
"2058",695220,"Summer2018",2018,2018-08-15 10:07:00,9,9.912,61.03476,1.135,-0.077,0.177,-1.50305870968715,3.47,"n","n","n","n"
"2059",695220,"Summer2018",2018,2018-08-15 10:37:00,9,9.957,77.96827,1.137,-0.097,0.243,-1.48569017494053,3.47,"n","n","n","n"
"2060",695220,"Summer2018",2018,2018-08-15 11:07:00,9,9.857,90.88876,1.123,-0.079,0.191,-1.50056474286783,3.47,"n","n","n","n"
"2061",695220,"Summer2018",2018,2018-08-15 11:37:00,9,10.122,102.29159,1.15,-0.084,0.187,-1.49788233842878,3.47,"n","n","n","n"
"2062",695220,"Summer2018",2018,2018-08-15 12:07:00,9,9.93,113.40548,1.121,-0.085,0.174,-1.49511598919174,3.47,"n","n","n","n"
"2063",695220,"Summer2018",2018,2018-08-15 12:37:00,9,9.985,132.09596,1.142,-0.074,0.196,-1.50608819342458,3.47,"n","n","n","n"
"2064",695220,"Summer2018",2018,2018-08-15 13:07:00,9,10.103,106.50599,1.143,-0.096,0.176,-1.48700348770068,3.47,"n","n","n","n"
"2065",695220,"Summer2018",2018,2018-08-15 13:37:00,9,10.04,128.00705,1.151,-0.09,0.233,-1.49276222932636,3.47,"n","n","n","n"
"2066",695220,"Summer2018",2018,2018-08-15 14:07:00,9,10.012,123.53873,1.131,-0.103,0.219,-1.47997700081999,3.47,"n","n","n","n"
"2067",695220,"Summer2018",2018,2018-08-15 14:37:00,9,10.103,117.02742,1.143,-0.082,0.188,-1.49917799407632,3.47,"n","n","n","n"
"2068",695220,"Summer2018",2018,2018-08-15 15:07:00,9,9.939,102.63306,1.135,-0.08,0.185,-1.50042812284799,3.47,"n","n","n","n"
"2069",695220,"Summer2018",2018,2018-08-15 15:37:00,9,10.003,91.54835,1.144,-0.089,0.239,-1.49315550986987,3.47,"n","n","n","n"
